,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ID,Input.plain,Input.tags,Input.number,Answer.WritingTexts,Approve,Reject
10,3SMIWMMK615JK1L8X45LSJ45EL1WUX,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3HL8HNGX451LC794Z65VGJQBHZN9FR,A2N7I0331X72Z7,Approved,Sun Dec 03 00:38:06 PST 2017,Sun Dec 03 00:40:08 PST 2017,Wed Dec 06 00:40:08 PST 2017,Sun Dec 03 11:13:25 PST 2017,,,122,100% (68/68),100% (68/68),100% (68/68),290,1874 BATUM RD N  STE 100,[1874] [BATUM] [RD] [N] [STE] [100],6,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_TYPE UNIT_NUMBER,x,
11,3SMIWMMK615JK1L8X45LSJ45EL1WUX,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3I0BTBYZAXL9G42M40EQCTWYK6IY00,A2ZCFX0U2KQCSD,Approved,Sun Dec 03 00:27:26 PST 2017,Sun Dec 03 00:27:47 PST 2017,Wed Dec 06 00:27:47 PST 2017,Sun Dec 03 11:13:25 PST 2017,,,21,90% (38/42),90% (38/42),90% (38/42),290,1874 BATUM RD N  STE 100,[1874] [BATUM] [RD] [N] [STE] [100],6,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_TYPE UNIT_NUMBER,x,
12,3K3G488TR28XFPZ7KUY7SIU3R3S5QL,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,35DR22AR5DKGXRB9IRA7VDNWLC8X3O,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:23:11 PST 2017,Sun Dec 03 00:23:21 PST 2017,Wed Dec 06 00:23:21 PST 2017,Sun Dec 03 11:13:25 PST 2017,,,10,98% (165/169),98% (165/169),98% (165/169),134,15026 E BREVIER RD SUITE A,[15026] [E] [BREVIER] [RD] [SUITE] [A],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
13,3K3G488TR28XFPZ7KUY7SIU3R3S5QL,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3VW04L3ZLT6SDPIN2GHV2TC0S79XXO,A1AUVG21LFOJXF,Approved,Sun Dec 03 00:27:03 PST 2017,Sun Dec 03 00:28:32 PST 2017,Wed Dec 06 00:28:32 PST 2017,Sun Dec 03 11:13:25 PST 2017,,,89,94% (17/18),94% (17/18),94% (17/18),134,15026 E BREVIER RD SUITE A,[15026] [E] [BREVIER] [RD] [SUITE] [A],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
14,3K3G488TR28XFPZ7KUY7SIU3R3S5QL,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3ZY8KE4ISJ3G03CGGNLLK0JMFTEVQM,A2ZCFX0U2KQCSD,Approved,Sun Dec 03 00:29:53 PST 2017,Sun Dec 03 00:30:18 PST 2017,Wed Dec 06 00:30:18 PST 2017,Sun Dec 03 11:13:25 PST 2017,,,25,90% (38/42),90% (38/42),90% (38/42),134,15026 E BREVIER RD SUITE A,[15026] [E] [BREVIER] [RD] [SUITE] [A],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
15,33QQ60S6ASIQCBKN4XC0LOV1DGMU0T,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,5,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:13:24 PST 2017,,,3AMYWKA6YBMS01KZ02L9J38NJZ5O6G,A2ZCFX0U2KQCSD,Rejected,Sun Dec 03 00:24:11 PST 2017,Sun Dec 03 00:24:36 PST 2017,Wed Dec 06 00:24:36 PST 2017,,Sun Dec 03 11:13:25 PST 2017,x,25,90% (38/42),90% (38/42),90% (38/42),1427,750 E WAPATO LAKE RD UNIT C,[750] [E] [WAPATO] [LAKE] [RD] [UNIT] [C],7,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,,x
16,33QQ60S6ASIQCBKN4XC0LOV1DGMU0T,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,5,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:13:24 PST 2017,,,3ATTHHXXWAOVNUTS3UHUZJPL4U5IX9,A3UWM3KJYEL5XU,Rejected,Sun Dec 03 00:28:13 PST 2017,Sun Dec 03 00:28:45 PST 2017,Wed Dec 06 00:28:45 PST 2017,,Sun Dec 03 11:13:23 PST 2017,x,32,98% (165/169),98% (165/169),98% (165/169),1427,750 E WAPATO LAKE RD UNIT C,[750] [E] [WAPATO] [LAKE] [RD] [UNIT] [C],7,STREET_NUMBER PRE_DIRECTION  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,,x
17,33QQ60S6ASIQCBKN4XC0LOV1DGMU0T,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,5,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:13:24 PST 2017,,,3ITXP059PWJJMORZR2W7CCNT2VEJS2,A3O8YXPG1HGUH0,Submitted,Sun Dec 03 11:24:51 PST 2017,Sun Dec 03 11:28:03 PST 2017,Wed Dec 06 11:28:03 PST 2017,,,,192,0% (0/0),0% (0/0),0% (0/0),1427,750 E WAPATO LAKE RD UNIT C,[750] [E] [WAPATO] [LAKE] [RD] [UNIT] [C],7,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
18,33QQ60S6ASIQCBKN4XC0LOV1DGMU0T,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,5,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:13:24 PST 2017,,,3TPZPLC3M0CBOI9IW00Q101TJELP3G,A27VFC5C0PPTBY,Submitted,Sun Dec 03 11:24:32 PST 2017,Sun Dec 03 11:25:35 PST 2017,Wed Dec 06 11:25:35 PST 2017,,,,63,0% (0/0),0% (0/0),0% (0/0),1427,750 E WAPATO LAKE RD UNIT C,[750] [E] [WAPATO] [LAKE] [RD] [UNIT] [C],7,UNIT_NUMBER PRE-DIRECTION STREET_NAME STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,,x
19,33QQ60S6ASIQCBKN4XC0LOV1DGMU0T,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,5,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:13:24 PST 2017,,,3W92K5RLWUHR7HTIWVXIMPOVJXS5VK,A3FCCH0RDJ2E3R,Approved,Sun Dec 03 00:31:13 PST 2017,Sun Dec 03 00:32:04 PST 2017,Wed Dec 06 00:32:04 PST 2017,Sun Dec 03 11:13:23 PST 2017,,,51,100% (57/57),100% (57/57),100% (57/57),1427,750 E WAPATO LAKE RD UNIT C,[750] [E] [WAPATO] [LAKE] [RD] [UNIT] [C],7,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
20,3MQY1YVHS3KICMEVJTZJZMWSLT0B2E,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3SUWZRL0MYD6OA7A6OIDERE9FX0E63,A2N7I0331X72Z7,Approved,Sun Dec 03 00:33:06 PST 2017,Sun Dec 03 00:34:41 PST 2017,Wed Dec 06 00:34:41 PST 2017,Sun Dec 03 11:13:25 PST 2017,,,95,100% (68/68),100% (68/68),100% (68/68),972,123 ELWHA RD,[123] [ELWHA] [RD],3,STREET_NUMBER STREET_NAME STREET_TYPE,x,
21,3MQY1YVHS3KICMEVJTZJZMWSLT0B2E,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3TDXMTX3CBUI4F9W2784Z6C17Q66I3,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:08:21 PST 2017,Sun Dec 03 00:08:25 PST 2017,Wed Dec 06 00:08:25 PST 2017,Sun Dec 03 11:13:25 PST 2017,,,4,98% (165/169),98% (165/169),98% (165/169),972,123 ELWHA RD,[123] [ELWHA] [RD],3,STREET_NUMBER  STREET_NAME STREET_TYPE,x,
22,3MQY1YVHS3KICMEVJTZJZMWSLT0B2E,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3YGXWBAF70HDCPJIR9J3R5USYUG4CE,A3FCCH0RDJ2E3R,Approved,Sun Dec 03 00:04:58 PST 2017,Sun Dec 03 00:05:08 PST 2017,Wed Dec 06 00:05:08 PST 2017,Sun Dec 03 11:13:23 PST 2017,,,10,100% (57/57),100% (57/57),100% (57/57),972,123 ELWHA RD,[123] [ELWHA] [RD],3,STREET_NUMBER STREET_NAME STREET_TYPE,x,
23,3JAOYN9IHL22U96180YI0D383FN33Q,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,39PAAFCODM0TSJ48XRFGP5U9Z0DTVY,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:26:46 PST 2017,Sun Dec 03 00:26:51 PST 2017,Wed Dec 06 00:26:51 PST 2017,Sun Dec 03 11:13:26 PST 2017,,,5,98% (165/169),98% (165/169),98% (165/169),173,221 OMAK RIVER RD,[221] [OMAK] [RIVER] [RD],4,STREET_NUMBER STREET_NAME  STREET_NAME STREET_TYPE,x,
24,3JAOYN9IHL22U96180YI0D383FN33Q,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3GLB5JMZFXV3TXIGM6GFK09D9Z1DGA,A26Y58YECZUZZG,Approved,Sun Dec 03 00:24:07 PST 2017,Sun Dec 03 00:24:13 PST 2017,Wed Dec 06 00:24:13 PST 2017,Sun Dec 03 11:13:26 PST 2017,,,6,98% (109/111),98% (109/111),98% (109/111),173,221 OMAK RIVER RD,[221] [OMAK] [RIVER] [RD],4,STREET_NUMBER STREET_NAME STREET_NAME STREET_TYPE,x,
25,3JAOYN9IHL22U96180YI0D383FN33Q,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3VHHR074H3H3YGV76KA9X04PJ5K7LH,A2N7I0331X72Z7,Approved,Sun Dec 03 00:19:15 PST 2017,Sun Dec 03 00:20:01 PST 2017,Wed Dec 06 00:20:01 PST 2017,Sun Dec 03 11:13:26 PST 2017,,,46,100% (68/68),100% (68/68),100% (68/68),173,221 OMAK RIVER RD,[221] [OMAK] [RIVER] [RD],4,STREET_NUMBER STREET_NAME STREET_NAME STREET_TYPE,x,
26,3THR0FZ95PT8W2PCX4MAK2V0YS9LOG,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,4,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:14:16 PST 2017,,,33CID57104TLXXUK487JKJS9E3Z3L9,A26Y58YECZUZZG,Approved,Sun Dec 03 00:33:45 PST 2017,Sun Dec 03 00:34:15 PST 2017,Wed Dec 06 00:34:15 PST 2017,Sun Dec 03 11:13:26 PST 2017,,,30,98% (109/111),98% (109/111),98% (109/111),842,298 POORMAN CREEK RD #A,[298] [POORMAN] [CREEK] [RD] [#A],5,STREET_NUMBER STREET_NAME STREET_NAME STREET_TYPE UNIT_NUMBER,x,
27,3THR0FZ95PT8W2PCX4MAK2V0YS9LOG,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,4,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:14:16 PST 2017,,,3DZQRBDBSLF81APAOH4KW5646X73SN,AC758U1CSEF8Z,Rejected,Sun Dec 03 00:38:31 PST 2017,Sun Dec 03 00:39:26 PST 2017,Wed Dec 06 00:39:26 PST 2017,,Sun Dec 03 11:13:26 PST 2017,x,55,60% (3/5),60% (3/5),60% (3/5),842,298 POORMAN CREEK RD #A,[298] [POORMAN] [CREEK] [RD] [#A],5,STREET_NUMBER STREET_NAME STREET_NAME STREET_DIRECTION UNIT_NUMBER,,x
28,3THR0FZ95PT8W2PCX4MAK2V0YS9LOG,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,4,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:14:16 PST 2017,,,3LEP4MGT3G072GA56KO1JPIGTNVDBH,AYWNUSNZNNP3W,Submitted,Sun Dec 03 11:19:40 PST 2017,Sun Dec 03 11:20:36 PST 2017,Wed Dec 06 11:20:36 PST 2017,,,,56,0% (0/0),0% (0/0),0% (0/0),842,298 POORMAN CREEK RD #A,[298] [POORMAN] [CREEK] [RD] [#A],5,[STREET_NUMBER] [STREET_NAME] [STREET_NAME] [STREET_TYPE] [UNIT_NUMBER],,x
29,3THR0FZ95PT8W2PCX4MAK2V0YS9LOG,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,4,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:14:16 PST 2017,,,3SBEHTYCWN3KNZJ28Q3WIXWU60ZIYF,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:28:28 PST 2017,Sun Dec 03 00:28:54 PST 2017,Wed Dec 06 00:28:54 PST 2017,Sun Dec 03 11:13:26 PST 2017,,,26,98% (165/169),98% (165/169),98% (165/169),842,298 POORMAN CREEK RD #A,[298] [POORMAN] [CREEK] [RD] [#A],5,STREET_NUMBER STREET_NAME  STREET_NAME STREET_TYPE UNIT_NUMBER,x,
