,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ID,Input.plain,Input.tags,Input.number,Answer.WritingTexts,Approve,Reject
10,3SMIWMMK615JK1L8X45LSJ45EL1WUX,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3HL8HNGX451LC794Z65VGJQBHZN9FR,A2N7I0331X72Z7,Submitted,Sun Dec 03 00:38:06 PST 2017,Sun Dec 03 00:40:08 PST 2017,Wed Dec 06 00:40:08 PST 2017,,,,122,0% (0/0),0% (0/0),0% (0/0),290,1874 BATUM RD N  STE 100,[1874] [BATUM] [RD] [N] [STE] [100],6,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_TYPE UNIT_NUMBER,x,
11,3SMIWMMK615JK1L8X45LSJ45EL1WUX,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3I0BTBYZAXL9G42M40EQCTWYK6IY00,A2ZCFX0U2KQCSD,Submitted,Sun Dec 03 00:27:26 PST 2017,Sun Dec 03 00:27:47 PST 2017,Wed Dec 06 00:27:47 PST 2017,,,,21,0% (0/0),0% (0/0),0% (0/0),290,1874 BATUM RD N  STE 100,[1874] [BATUM] [RD] [N] [STE] [100],6,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_TYPE UNIT_NUMBER,x,
12,3K3G488TR28XFPZ7KUY7SIU3R3S5QL,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,35DR22AR5DKGXRB9IRA7VDNWLC8X3O,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:23:11 PST 2017,Sun Dec 03 00:23:21 PST 2017,Wed Dec 06 00:23:21 PST 2017,,,,10,100% (3/3),100% (3/3),100% (3/3),134,15026 E BREVIER RD SUITE A,[15026] [E] [BREVIER] [RD] [SUITE] [A],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
13,3K3G488TR28XFPZ7KUY7SIU3R3S5QL,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3VW04L3ZLT6SDPIN2GHV2TC0S79XXO,A1AUVG21LFOJXF,Submitted,Sun Dec 03 00:27:03 PST 2017,Sun Dec 03 00:28:32 PST 2017,Wed Dec 06 00:28:32 PST 2017,,,,89,0% (0/0),0% (0/0),0% (0/0),134,15026 E BREVIER RD SUITE A,[15026] [E] [BREVIER] [RD] [SUITE] [A],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
14,3K3G488TR28XFPZ7KUY7SIU3R3S5QL,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3ZY8KE4ISJ3G03CGGNLLK0JMFTEVQM,A2ZCFX0U2KQCSD,Submitted,Sun Dec 03 00:29:53 PST 2017,Sun Dec 03 00:30:18 PST 2017,Wed Dec 06 00:30:18 PST 2017,,,,25,0% (0/0),0% (0/0),0% (0/0),134,15026 E BREVIER RD SUITE A,[15026] [E] [BREVIER] [RD] [SUITE] [A],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
15,33QQ60S6ASIQCBKN4XC0LOV1DGMU0T,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3AMYWKA6YBMS01KZ02L9J38NJZ5O6G,A2ZCFX0U2KQCSD,Submitted,Sun Dec 03 00:24:11 PST 2017,Sun Dec 03 00:24:36 PST 2017,Wed Dec 06 00:24:36 PST 2017,,,,25,0% (0/0),0% (0/0),0% (0/0),1427,750 E WAPATO LAKE RD UNIT C,[750] [E] [WAPATO] [LAKE] [RD] [UNIT] [C],7,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,,x
16,33QQ60S6ASIQCBKN4XC0LOV1DGMU0T,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3ATTHHXXWAOVNUTS3UHUZJPL4U5IX9,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:28:13 PST 2017,Sun Dec 03 00:28:45 PST 2017,Wed Dec 06 00:28:45 PST 2017,,,,32,100% (3/3),100% (3/3),100% (3/3),1427,750 E WAPATO LAKE RD UNIT C,[750] [E] [WAPATO] [LAKE] [RD] [UNIT] [C],7,STREET_NUMBER PRE_DIRECTION  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,,x
17,33QQ60S6ASIQCBKN4XC0LOV1DGMU0T,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3W92K5RLWUHR7HTIWVXIMPOVJXS5VK,A3FCCH0RDJ2E3R,Submitted,Sun Dec 03 00:31:13 PST 2017,Sun Dec 03 00:32:04 PST 2017,Wed Dec 06 00:32:04 PST 2017,,,,51,0% (0/0),0% (0/0),0% (0/0),1427,750 E WAPATO LAKE RD UNIT C,[750] [E] [WAPATO] [LAKE] [RD] [UNIT] [C],7,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
18,3MQY1YVHS3KICMEVJTZJZMWSLT0B2E,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3SUWZRL0MYD6OA7A6OIDERE9FX0E63,A2N7I0331X72Z7,Submitted,Sun Dec 03 00:33:06 PST 2017,Sun Dec 03 00:34:41 PST 2017,Wed Dec 06 00:34:41 PST 2017,,,,95,0% (0/0),0% (0/0),0% (0/0),972,123 ELWHA RD,[123] [ELWHA] [RD],3,STREET_NUMBER STREET_NAME STREET_TYPE,x,
19,3MQY1YVHS3KICMEVJTZJZMWSLT0B2E,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3TDXMTX3CBUI4F9W2784Z6C17Q66I3,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:08:21 PST 2017,Sun Dec 03 00:08:25 PST 2017,Wed Dec 06 00:08:25 PST 2017,,,,4,100% (3/3),100% (3/3),100% (3/3),972,123 ELWHA RD,[123] [ELWHA] [RD],3,STREET_NUMBER  STREET_NAME STREET_TYPE,x,
20,3MQY1YVHS3KICMEVJTZJZMWSLT0B2E,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3YGXWBAF70HDCPJIR9J3R5USYUG4CE,A3FCCH0RDJ2E3R,Submitted,Sun Dec 03 00:04:58 PST 2017,Sun Dec 03 00:05:08 PST 2017,Wed Dec 06 00:05:08 PST 2017,,,,10,0% (0/0),0% (0/0),0% (0/0),972,123 ELWHA RD,[123] [ELWHA] [RD],3,STREET_NUMBER STREET_NAME STREET_TYPE,x,
21,3JAOYN9IHL22U96180YI0D383FN33Q,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,39PAAFCODM0TSJ48XRFGP5U9Z0DTVY,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:26:46 PST 2017,Sun Dec 03 00:26:51 PST 2017,Wed Dec 06 00:26:51 PST 2017,,,,5,100% (3/3),100% (3/3),100% (3/3),173,221 OMAK RIVER RD,[221] [OMAK] [RIVER] [RD],4,STREET_NUMBER STREET_NAME  STREET_NAME STREET_TYPE,x,
22,3JAOYN9IHL22U96180YI0D383FN33Q,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3GLB5JMZFXV3TXIGM6GFK09D9Z1DGA,A26Y58YECZUZZG,Submitted,Sun Dec 03 00:24:07 PST 2017,Sun Dec 03 00:24:13 PST 2017,Wed Dec 06 00:24:13 PST 2017,,,,6,0% (0/0),0% (0/0),0% (0/0),173,221 OMAK RIVER RD,[221] [OMAK] [RIVER] [RD],4,STREET_NUMBER STREET_NAME STREET_NAME STREET_TYPE,x,
23,3JAOYN9IHL22U96180YI0D383FN33Q,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3VHHR074H3H3YGV76KA9X04PJ5K7LH,A2N7I0331X72Z7,Submitted,Sun Dec 03 00:19:15 PST 2017,Sun Dec 03 00:20:01 PST 2017,Wed Dec 06 00:20:01 PST 2017,,,,46,0% (0/0),0% (0/0),0% (0/0),173,221 OMAK RIVER RD,[221] [OMAK] [RIVER] [RD],4,STREET_NUMBER STREET_NAME STREET_NAME STREET_TYPE,x,
24,3THR0FZ95PT8W2PCX4MAK2V0YS9LOG,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,33CID57104TLXXUK487JKJS9E3Z3L9,A26Y58YECZUZZG,Submitted,Sun Dec 03 00:33:45 PST 2017,Sun Dec 03 00:34:15 PST 2017,Wed Dec 06 00:34:15 PST 2017,,,,30,0% (0/0),0% (0/0),0% (0/0),842,298 POORMAN CREEK RD #A,[298] [POORMAN] [CREEK] [RD] [#A],5,STREET_NUMBER STREET_NAME STREET_NAME STREET_TYPE UNIT_NUMBER,x,
25,3THR0FZ95PT8W2PCX4MAK2V0YS9LOG,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3DZQRBDBSLF81APAOH4KW5646X73SN,AC758U1CSEF8Z,Submitted,Sun Dec 03 00:38:31 PST 2017,Sun Dec 03 00:39:26 PST 2017,Wed Dec 06 00:39:26 PST 2017,,,,55,0% (0/0),0% (0/0),0% (0/0),842,298 POORMAN CREEK RD #A,[298] [POORMAN] [CREEK] [RD] [#A],5,STREET_NUMBER STREET_NAME STREET_NAME STREET_DIRECTION UNIT_NUMBER,,x
26,3THR0FZ95PT8W2PCX4MAK2V0YS9LOG,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3SBEHTYCWN3KNZJ28Q3WIXWU60ZIYF,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:28:28 PST 2017,Sun Dec 03 00:28:54 PST 2017,Wed Dec 06 00:28:54 PST 2017,,,,26,100% (3/3),100% (3/3),100% (3/3),842,298 POORMAN CREEK RD #A,[298] [POORMAN] [CREEK] [RD] [#A],5,STREET_NUMBER STREET_NAME  STREET_NAME STREET_TYPE UNIT_NUMBER,x,
27,3LN50BUKPVBQH21DC4ZP920Q8X5LPX,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,33PPO7FECVFHPOOBCUGI5CMTOCTID7,A2ZCFX0U2KQCSD,Submitted,Sun Dec 03 00:24:36 PST 2017,Sun Dec 03 00:25:01 PST 2017,Wed Dec 06 00:25:01 PST 2017,,,,25,0% (0/0),0% (0/0),0% (0/0),170,2505 N COMMERCIAL AVE UNIT C/D,[2505] [N] [COMMERCIAL] [AVE] [UNIT] [C/D],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
28,3LN50BUKPVBQH21DC4ZP920Q8X5LPX,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3JJVG1YBEBXCY3VCRE6ILDUOG5C5BE,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:27:08 PST 2017,Sun Dec 03 00:27:14 PST 2017,Wed Dec 06 00:27:14 PST 2017,,,,6,100% (3/3),100% (3/3),100% (3/3),170,2505 N COMMERCIAL AVE UNIT C/D,[2505] [N] [COMMERCIAL] [AVE] [UNIT] [C/D],6,STREET_NUMBER PRE_DIRECTION  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
29,3LN50BUKPVBQH21DC4ZP920Q8X5LPX,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3RUIQRXJBBO2D1K9AEBJG5MQEPPLL4,A26Y58YECZUZZG,Submitted,Sun Dec 03 00:24:08 PST 2017,Sun Dec 03 00:24:26 PST 2017,Wed Dec 06 00:24:26 PST 2017,,,,18,0% (0/0),0% (0/0),0% (0/0),170,2505 N COMMERCIAL AVE UNIT C/D,[2505] [N] [COMMERCIAL] [AVE] [UNIT] [C/D],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
30,382GHPVPHSRNC5P58E31AIVEHFJ34B,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:44 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:44 PST 2017,,,3J2UYBXQQLC7XKSGYHJYT2C5LWQ063,A3PEXUW9KS1ZR8,Submitted,Sun Dec 03 00:26:35 PST 2017,Sun Dec 03 00:26:58 PST 2017,Wed Dec 06 00:26:58 PST 2017,,,,23,0% (0/0),0% (0/0),0% (0/0),416,2200 N RIVER RD,[2200] [N] [RIVER] [RD],4,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE,x,
